job_id,title,role_id,role_title,category,company,company_type,company_tier,location,location_tier,min_experience_years,max_experience_years,avg_experience_years,required_skills,preferred_skills,all_skills,salary_min_lpa,salary_max_lpa,salary_mid_lpa,description,posted_days_ago,applicants_count
JOB-3720,Junior Associate Backend Software Engineer,backend_developer,Backend Software Engineer,Software Engineering,Wipro Technologies,IT Services & Enterprise,Tier-2,"Chennai, Tamil Nadu",Tier-2,1,3,1,"postgresql,docker,rest_apis,git,ci_cd,python",kubernetes,"postgresql,docker,rest_apis,kubernetes,git,ci_cd,python",5.7,14.0,9.8,"We are hiring a talented Backend Software Engineer to join Wipro Technologies in Chennai, Tamil Nadu. Architects resilient server-side applications, database schemas, REST APIs, and microservices. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Postgresql, Docker, Rest Apis, Git, Ci Cd, Python. Preferred / Good to have: Kubernetes. Strong analytical mindset, problem-solving, and communication skills required.",14,73
JOB-3721,Entry Level Data Engineer,data_engineer,Data Engineer,Engineering,IBM India Research,Enterprise Tech,Tier-2,"Bangalore, Karnataka",Tier-1,0,1,1,"postgresql,sql,linux,docker,apache_spark,apache_airflow,python,etl_pipelines",kubernetes,"postgresql,sql,linux,docker,apache_spark,apache_airflow,kubernetes,python,etl_pipelines",10.9,28.2,19.6,"We are hiring a talented Data Engineer to join IBM India Research in Bangalore, Karnataka. Designs robust data architectures, distributed computing pipelines, and warehouse infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Postgresql, Sql, Linux, Docker, Apache Spark, Apache Airflow, Python, Etl Pipelines. Preferred / Good to have: Kubernetes. Strong analytical mindset, problem-solving, and communication skills required.",24,71
JOB-3722,Mid-Level Specialist Mobile App Developer (iOS / Android / Flutter),mobile_developer,Mobile App Developer (iOS / Android / Flutter),Software Engineering,PwC Accelerate,Consulting Tier-1,Tier-2,"Hyderabad, Telangana",Tier-1,3,6,6,"swift,kotlin,sqlite,rest_apis,data_structures_algorithms,firebase,git,ci_cd",docker,"swift,docker,sqlite,kotlin,rest_apis,data_structures_algorithms,firebase,git,ci_cd",11.0,35.4,23.2,"We are hiring a talented Mobile App Developer (iOS / Android / Flutter) to join PwC Accelerate in Hyderabad, Telangana. Develops native and cross-platform mobile experiences for iOS and Android with intuitive touch UX. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Swift, Kotlin, Sqlite, Rest Apis, Data Structures Algorithms, Firebase, Git, Ci Cd. Preferred / Good to have: Docker. Strong analytical mindset, problem-solving, and communication skills required.",11,371
JOB-3723,Entry Level Database Administrator & Architect (DBA),database_administrator,Database Administrator & Architect (DBA),Engineering,NVIDIA Bangalore,AI Tech Giant,Tier-1,Gurgaon / Delhi NCR,Tier-1,0,1,1,"redis,mysql,postgresql,sql,linux,docker,bash,aws,mongodb,system_design",,"redis,mysql,postgresql,sql,linux,docker,bash,aws,mongodb,system_design",10.4,28.1,19.2,"We are hiring a talented Database Administrator & Architect (DBA) to join NVIDIA Bangalore in Gurgaon / Delhi NCR. Maintains database reliability, replication, query tuning, indexing optimization, and high availability clusters. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Redis, Mysql, Postgresql, Sql, Linux, Docker, Bash, Aws, Mongodb, System Design. Preferred / Good to have: . Strong analytical mindset, problem-solving, and communication skills required.",19,43
JOB-3724,Senior Engineer Backend Software Engineer,backend_developer,Backend Software Engineer,Software Engineering,Goldman Sachs,Fintech & Investment Banking,Tier-1,"Kolkata, West Bengal",Tier-3,6,10,8,"redis,postgresql,docker,rest_apis,data_structures_algorithms,git,ci_cd,python",,"redis,postgresql,docker,rest_apis,data_structures_algorithms,git,ci_cd,python",15.7,40.0,27.9,"We are hiring a talented Backend Software Engineer to join Goldman Sachs in Kolkata, West Bengal. Architects resilient server-side applications, database schemas, REST APIs, and microservices. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 8+ years of experience with Redis, Postgresql, Docker, Rest Apis, Data Structures Algorithms, Git, Ci Cd, Python. Preferred / Good to have: . Strong analytical mindset, problem-solving, and communication skills required.",10,68
JOB-3725,Senior Engineer AI / Deep Learning Research Scientist,ai_research_scientist,AI / Deep Learning Research Scientist,Data Science & AI,Tiger Analytics,Analytics Consultancy,Tier-2,"Kolkata, West Bengal",Tier-3,6,10,7,"machine_learning,llms,tensorflow,pytorch,reinforcement_learning,statistics,nlp,deep_learning,python","linux,computer_vision","machine_learning,linux,llms,tensorflow,pytorch,reinforcement_learning,computer_vision,statistics,nlp,deep_learning,python",27.1,70.8,49.0,"We are hiring a talented AI / Deep Learning Research Scientist to join Tiger Analytics in Kolkata, West Bengal. Pioneers novel deep learning architectures, foundational model pre-training, and mathematical optimization. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 7+ years of experience with Machine Learning, Llms, Tensorflow, Pytorch, Reinforcement Learning, Statistics, Nlp, Deep Learning, Python. Preferred / Good to have: Linux, Computer Vision. Strong analytical mindset, problem-solving, and communication skills required.",11,123
JOB-3726,Mid-Level Specialist MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Chennai, Tamil Nadu",Tier-2,3,6,3,"linux,docker,aws,kubernetes,rest_apis,system_design,mlops,ci_cd,python",terraform,"linux,docker,terraform,aws,kubernetes,rest_apis,system_design,mlops,ci_cd,python",19.8,45.4,32.6,"We are hiring a talented MLOps Engineer to join NVIDIA Bangalore in Chennai, Tamil Nadu. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Linux, Docker, Aws, Kubernetes, Rest Apis, System Design, Mlops, Ci Cd, Python. Preferred / Good to have: Terraform. Strong analytical mindset, problem-solving, and communication skills required.",16,232
JOB-3727,Mid-Level Specialist Cloud / DevOps Architect,cloud_architect,Cloud / DevOps Architect,Cloud & Infrastructure,InMobi,AdTech Unicorn,Tier-1,"Bangalore, Karnataka",Tier-1,3,6,3,"terraform,linux,docker,aws,kubernetes,system_design,git,ci_cd","azure,bash","linux,terraform,docker,bash,aws,kubernetes,azure,system_design,git,ci_cd",19.6,61.0,40.3,"We are hiring a talented Cloud / DevOps Architect to join InMobi in Bangalore, Karnataka. Architects secure, scalable multi-cloud infrastructure, automation pipelines, and site reliability. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Terraform, Linux, Docker, Aws, Kubernetes, System Design, Git, Ci Cd. Preferred / Good to have: Azure, Bash. Strong analytical mindset, problem-solving, and communication skills required.",29,191
JOB-3728,Junior Associate Data Engineer,data_engineer,Data Engineer,Engineering,Ola Electric,EV Tech Unicorn,Tier-1,Remote (India),Remote,1,3,2,"postgresql,sql,linux,docker,apache_spark,databricks,aws,apache_airflow,etl_pipelines","scala,apache_kafka,redis","redis,postgresql,sql,linux,docker,apache_spark,databricks,aws,apache_airflow,apache_kafka,scala,etl_pipelines",11.6,28.9,20.2,"We are hiring a talented Data Engineer to join Ola Electric in Remote (India). Designs robust data architectures, distributed computing pipelines, and warehouse infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Postgresql, Sql, Linux, Docker, Apache Spark, Databricks, Aws, Apache Airflow, Etl Pipelines. Preferred / Good to have: Scala, Apache Kafka, Redis. Strong analytical mindset, problem-solving, and communication skills required.",3,279
JOB-3729,Junior Data Scientist,data_scientist,Data Scientist,Data Science,Postman,Product Unicorn,Tier-1,Gurgaon / Delhi NCR,Tier-1,0,1,0,"machine_learning,sql,docker,matplotlib_seaborn,scikit_learn,pandas,numpy,statistics,deep_learning,python","aws,tableau","machine_learning,sql,docker,matplotlib_seaborn,scikit_learn,pandas,aws,numpy,tableau,statistics,deep_learning,python",9.3,22.2,15.8,"We are hiring a talented Data Scientist to join Postman in Gurgaon / Delhi NCR. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Machine Learning, Sql, Docker, Matplotlib Seaborn, Scikit Learn, Pandas, Numpy, Statistics, Deep Learning, Python. Preferred / Good to have: Aws, Tableau. Strong analytical mindset, problem-solving, and communication skills required.",9,189
JOB-3730,Mid-Level Specialist Data Analyst,data_analyst,Data Analyst,Analytics,Razorpay,Fintech Unicorn,Tier-1,"Bangalore, Karnataka",Tier-1,3,6,6,"communication,sql,excel,pandas,tableau,statistics,power_bi,agile_scrum,business_intelligence",r,"communication,sql,r,excel,pandas,tableau,statistics,power_bi,agile_scrum,business_intelligence",9.8,22.9,16.4,"We are hiring a talented Data Analyst to join Razorpay in Bangalore, Karnataka. Analyzes complex datasets to deliver actionable business insights, dashboards, and KPI metrics. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Communication, Sql, Excel, Pandas, Tableau, Statistics, Power Bi, Agile Scrum, Business Intelligence. Preferred / Good to have: R. Strong analytical mindset, problem-solving, and communication skills required.",27,208
JOB-3731,Junior MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Tiger Analytics,Analytics Consultancy,Tier-2,"Ahmedabad, Gujarat",Tier-3,0,1,0,"linux,docker,aws,kubernetes,system_design,mlops,ci_cd,python","gcp,terraform","linux,docker,terraform,aws,kubernetes,system_design,mlops,ci_cd,python,gcp",8.0,19.2,13.6,"We are hiring a talented MLOps Engineer to join Tiger Analytics in Ahmedabad, Gujarat. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Linux, Docker, Aws, Kubernetes, System Design, Mlops, Ci Cd, Python. Preferred / Good to have: Gcp, Terraform. Strong analytical mindset, problem-solving, and communication skills required.",8,197
JOB-3732,Entry Level Product & Growth Analyst,product_analyst,Product & Growth Analyst,Analytics,Ola Cabs,High-Growth Unicorn,Tier-1,"Pune, Maharashtra",Tier-1,0,1,1,"communication,product_analytics,sql,tableau,statistics,business_intelligence,python","looker,collaboration","communication,product_analytics,sql,looker,collaboration,tableau,statistics,business_intelligence,python",7.3,18.2,12.8,"We are hiring a talented Product & Growth Analyst to join Ola Cabs in Pune, Maharashtra. Drives product experimentation, user funnel optimization, cohort retention, and A/B test analysis. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Communication, Product Analytics, Sql, Tableau, Statistics, Business Intelligence, Python. Preferred / Good to have: Looker, Collaboration. Strong analytical mindset, problem-solving, and communication skills required.",20,315
JOB-3733,Junior Associate Frontend Engineer (React / Next.js),frontend_developer,Frontend Engineer (React / Next.js),Software Engineering,PhonePe,Fintech Unicorn,Tier-1,"Pune, Maharashtra",Tier-1,1,3,3,"typescript,javascript,rest_apis,data_structures_algorithms,react,git,ci_cd",angular,"typescript,javascript,angular,rest_apis,data_structures_algorithms,react,git,ci_cd",9.7,25.6,17.6,"We are hiring a talented Frontend Engineer (React / Next.js) to join PhonePe in Pune, Maharashtra. Builds performant, accessible web applications, responsive user interfaces, and state-managed frontends. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Typescript, Javascript, Rest Apis, Data Structures Algorithms, React, Git, Ci Cd. Preferred / Good to have: Angular. Strong analytical mindset, problem-solving, and communication skills required.",30,213
JOB-3734,Mid-Level Specialist Generative AI & Agentic AI Specialist,genai_engineer,Generative AI & Agentic AI Specialist,Data Science & AI,Zomato,High-Growth Unicorn,Tier-1,"Hyderabad, Telangana",Tier-1,3,6,3,"docker,llms,pytorch,aws,rest_apis,nlp,system_design,elasticsearch,python",git,"docker,aws,llms,pytorch,rest_apis,nlp,system_design,git,elasticsearch,python",18.2,53.0,35.6,"We are hiring a talented Generative AI & Agentic AI Specialist to join Zomato in Hyderabad, Telangana. Architects multi-agent AI systems, custom vector embeddings, LLM orchestration, and enterprise RAG solutions. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Docker, Llms, Pytorch, Aws, Rest Apis, Nlp, System Design, Elasticsearch, Python. Preferred / Good to have: Git. Strong analytical mindset, problem-solving, and communication skills required.",18,345
JOB-3735,Entry Level Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,TCS Innovation Labs,IT Services & Enterprise,Tier-2,"Pune, Maharashtra",Tier-1,0,1,1,"communication,linux,docker,siem,bash,git,penetration_testing,cybersecurity,python",ci_cd,"communication,linux,docker,siem,bash,git,penetration_testing,ci_cd,cybersecurity,python",6.2,18.9,12.5,"We are hiring a talented Cybersecurity & Security Operations Engineer to join TCS Innovation Labs in Pune, Maharashtra. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Communication, Linux, Docker, Siem, Bash, Git, Penetration Testing, Cybersecurity, Python. Preferred / Good to have: Ci Cd. Strong analytical mindset, problem-solving, and communication skills required.",28,263
JOB-3736,Junior Associate Computer Vision Engineer,cv_engineer,Computer Vision Engineer,Data Science,TCS Innovation Labs,IT Services & Enterprise,Tier-2,Remote (India),Remote,1,3,2,"cpp,docker,pytorch,tensorflow,computer_vision,rest_apis,deep_learning,git,python",scikit_learn,"cpp,docker,scikit_learn,tensorflow,pytorch,computer_vision,rest_apis,deep_learning,git,python",9.9,25.9,17.9,"We are hiring a talented Computer Vision Engineer to join TCS Innovation Labs in Remote (India). Designs deep learning algorithms for video analysis, object detection, robotics, and image processing. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Cpp, Docker, Pytorch, Tensorflow, Computer Vision, Rest Apis, Deep Learning, Git, Python. Preferred / Good to have: Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",12,247
JOB-3737,Mid-Level Specialist Data Scientist,data_scientist,Data Scientist,Data Science,Wipro Technologies,IT Services & Enterprise,Tier-2,"Hyderabad, Telangana",Tier-1,3,6,3,"machine_learning,sql,docker,scikit_learn,pandas,numpy,statistics,python","tableau,llms,mlops","machine_learning,sql,docker,scikit_learn,pandas,llms,numpy,tableau,statistics,mlops,python",8.7,23.5,16.1,"We are hiring a talented Data Scientist to join Wipro Technologies in Hyderabad, Telangana. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Machine Learning, Sql, Docker, Scikit Learn, Pandas, Numpy, Statistics, Python. Preferred / Good to have: Tableau, Llms, Mlops. Strong analytical mindset, problem-solving, and communication skills required.",7,186
JOB-3738,Junior Associate Generative AI & Agentic AI Specialist,genai_engineer,Generative AI & Agentic AI Specialist,Data Science & AI,Target India,Retail Enterprise,Tier-2,"Ahmedabad, Gujarat",Tier-3,1,3,3,"redis,docker,llms,pytorch,aws,rest_apis,nlp,elasticsearch,python",kubernetes,"redis,docker,aws,llms,pytorch,rest_apis,kubernetes,nlp,elasticsearch,python",13.2,41.0,27.1,"We are hiring a talented Generative AI & Agentic AI Specialist to join Target India in Ahmedabad, Gujarat. Architects multi-agent AI systems, custom vector embeddings, LLM orchestration, and enterprise RAG solutions. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Redis, Docker, Llms, Pytorch, Aws, Rest Apis, Nlp, Elasticsearch, Python. Preferred / Good to have: Kubernetes. Strong analytical mindset, problem-solving, and communication skills required.",11,367
JOB-3739,Senior Engineer MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Target India,Retail Enterprise,Tier-2,"Pune, Maharashtra",Tier-1,6,10,8,"linux,docker,terraform,aws,kubernetes,system_design,git,mlops,ci_cd,python","machine_learning,fastapi,azure","machine_learning,terraform,linux,docker,fastapi,aws,kubernetes,azure,system_design,git,mlops,ci_cd,python",25.4,59.7,42.5,"We are hiring a talented MLOps Engineer to join Target India in Pune, Maharashtra. Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 8+ years of experience with Linux, Docker, Terraform, Aws, Kubernetes, System Design, Git, Mlops, Ci Cd, Python. Preferred / Good to have: Machine Learning, Fastapi, Azure. Strong analytical mindset, problem-solving, and communication skills required.",11,227
JOB-3740,Junior Data Engineer,data_engineer,Data Engineer,Engineering,Microsoft IDC,Tech Giant,Tier-1,"Kolkata, West Bengal",Tier-3,0,1,0,"postgresql,sql,docker,apache_spark,apache_airflow,python,etl_pipelines,dbt","snowflake,bigquery","postgresql,sql,snowflake,docker,bigquery,apache_spark,apache_airflow,python,etl_pipelines,dbt",7.6,21.6,14.6,"We are hiring a talented Data Engineer to join Microsoft IDC in Kolkata, West Bengal. Designs robust data architectures, distributed computing pipelines, and warehouse infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 0+ years of experience with Postgresql, Sql, Docker, Apache Spark, Apache Airflow, Python, Etl Pipelines, Dbt. Preferred / Good to have: Snowflake, Bigquery. Strong analytical mindset, problem-solving, and communication skills required.",14,320
JOB-3741,Entry Level Cloud / DevOps Architect,cloud_architect,Cloud / DevOps Architect,Cloud & Infrastructure,Cognizant Digital,IT Services & Enterprise,Tier-2,"Pune, Maharashtra",Tier-1,0,1,1,"terraform,docker,linux,aws,kubernetes,system_design,azure,ci_cd,gcp",git,"linux,terraform,docker,git,aws,kubernetes,system_design,azure,ci_cd,gcp",9.2,26.3,17.8,"We are hiring a talented Cloud / DevOps Architect to join Cognizant Digital in Pune, Maharashtra. Architects secure, scalable multi-cloud infrastructure, automation pipelines, and site reliability. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Terraform, Docker, Linux, Aws, Kubernetes, System Design, Azure, Ci Cd, Gcp. Preferred / Good to have: Git. Strong analytical mindset, problem-solving, and communication skills required.",11,345
JOB-3742,Entry Level Data Scientist,data_scientist,Data Scientist,Data Science,InMobi,AdTech Unicorn,Tier-1,"Chennai, Tamil Nadu",Tier-2,0,1,1,"machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,numpy,statistics,nlp,deep_learning,python","feature_engineering,tableau","machine_learning,sql,matplotlib_seaborn,scikit_learn,pandas,numpy,feature_engineering,tableau,statistics,nlp,deep_learning,python",8.5,23.9,16.2,"We are hiring a talented Data Scientist to join InMobi in Chennai, Tamil Nadu. Builds predictive statistical and machine learning models to solve high-impact business problems. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Machine Learning, Sql, Matplotlib Seaborn, Scikit Learn, Pandas, Numpy, Statistics, Nlp, Deep Learning, Python. Preferred / Good to have: Feature Engineering, Tableau. Strong analytical mindset, problem-solving, and communication skills required.",23,366
JOB-3743,Junior Associate Backend Software Engineer,backend_developer,Backend Software Engineer,Software Engineering,Infosys Center of AI,IT Services & Enterprise,Tier-2,"Chennai, Tamil Nadu",Tier-2,1,3,2,"postgresql,docker,fastapi,rest_apis,data_structures_algorithms,git,python","system_design,kubernetes","postgresql,docker,fastapi,rest_apis,kubernetes,data_structures_algorithms,system_design,git,python",6.6,16.6,11.6,"We are hiring a talented Backend Software Engineer to join Infosys Center of AI in Chennai, Tamil Nadu. Architects resilient server-side applications, database schemas, REST APIs, and microservices. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Postgresql, Docker, Fastapi, Rest Apis, Data Structures Algorithms, Git, Python. Preferred / Good to have: System Design, Kubernetes. Strong analytical mindset, problem-solving, and communication skills required.",7,375
JOB-3744,Junior Associate Site Reliability Engineer (SRE),sre_engineer,Site Reliability Engineer (SRE),Cloud & Infrastructure,JPMorgan Chase & Co.,Fintech & Investment Banking,Tier-1,"Chennai, Tamil Nadu",Tier-2,1,3,2,"linux,docker,terraform,bash,kubernetes,ci_cd,python,monitoring_observability",,"terraform,linux,docker,bash,kubernetes,ci_cd,python,monitoring_observability",12.5,31.3,21.9,"We are hiring a talented Site Reliability Engineer (SRE) to join JPMorgan Chase & Co. in Chennai, Tamil Nadu. Guarantees system uptime, high availability, automated incident recovery, and telemetry monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Linux, Docker, Terraform, Bash, Kubernetes, Ci Cd, Python, Monitoring Observability. Preferred / Good to have: . Strong analytical mindset, problem-solving, and communication skills required.",22,313
JOB-3745,Mid-Level Specialist MLOps Engineer,mlops_engineer,MLOps Engineer,Engineering & DevOps,Google India,Tech Giant,Tier-1,Remote (India),Remote,3,6,6,"linux,docker,fastapi,aws,system_design,git,mlops,ci_cd,python","rest_apis,deep_learning,azure","linux,docker,deep_learning,fastapi,aws,rest_apis,azure,system_design,git,mlops,ci_cd,python",28.6,72.0,50.3,"We are hiring a talented MLOps Engineer to join Google India in Remote (India). Automates machine learning model lifecycles, CI/CD orchestration, registry, and drift monitoring. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Linux, Docker, Fastapi, Aws, System Design, Git, Mlops, Ci Cd, Python. Preferred / Good to have: Rest Apis, Deep Learning, Azure. Strong analytical mindset, problem-solving, and communication skills required.",4,336
JOB-3746,Principal Cybersecurity & Security Operations Engineer,cybersecurity_engineer,Cybersecurity & Security Operations Engineer,Cloud & Infrastructure,PhonePe,Fintech Unicorn,Tier-1,"Kolkata, West Bengal",Tier-3,10,15,15,"linux,docker,siem,bash,git,penetration_testing,cybersecurity,python","terraform,network_security","linux,docker,siem,terraform,network_security,bash,git,penetration_testing,cybersecurity,python",25.5,74.2,49.9,"We are hiring a talented Cybersecurity & Security Operations Engineer to join PhonePe in Kolkata, West Bengal. Protects digital assets, performs penetration testing, analyzes threat telemetry, and mitigates security vulnerabilities. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 15+ years of experience with Linux, Docker, Siem, Bash, Git, Penetration Testing, Cybersecurity, Python. Preferred / Good to have: Terraform, Network Security. Strong analytical mindset, problem-solving, and communication skills required.",30,182
JOB-3747,Senior Engineer Cloud / DevOps Architect,cloud_architect,Cloud / DevOps Architect,Cloud & Infrastructure,EY GDS,Consulting Tier-1,Tier-2,"Mumbai, Maharashtra",Tier-1,6,10,9,"terraform,linux,docker,bash,aws,kubernetes,azure,system_design,git,ci_cd",python,"linux,terraform,docker,bash,aws,git,kubernetes,system_design,azure,ci_cd,python",33.2,92.0,62.6,"We are hiring a talented Cloud / DevOps Architect to join EY GDS in Mumbai, Maharashtra. Architects secure, scalable multi-cloud infrastructure, automation pipelines, and site reliability. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 9+ years of experience with Terraform, Linux, Docker, Bash, Aws, Kubernetes, Azure, System Design, Git, Ci Cd. Preferred / Good to have: Python. Strong analytical mindset, problem-solving, and communication skills required.",12,291
JOB-3748,Entry Level Big Data Solutions Architect,big_data_architect,Big Data Solutions Architect,Engineering,InMobi,AdTech Unicorn,Tier-1,"Mumbai, Maharashtra",Tier-1,0,1,1,"sql,apache_spark,databricks,aws,kubernetes,apache_kafka,system_design,hadoop,python","scala,docker,dbt","sql,docker,apache_spark,databricks,aws,kubernetes,apache_kafka,scala,system_design,hadoop,python,dbt",17.0,40.9,28.9,"We are hiring a talented Big Data Solutions Architect to join InMobi in Mumbai, Maharashtra. Architects petabyte-scale distributed data streaming, lakehouse architectures, and real-time event infrastructure. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Sql, Apache Spark, Databricks, Aws, Kubernetes, Apache Kafka, System Design, Hadoop, Python. Preferred / Good to have: Scala, Docker, Dbt. Strong analytical mindset, problem-solving, and communication skills required.",11,196
JOB-3749,Mid-Level Specialist Full Stack Developer,full_stack_developer,Full Stack Developer,Software Engineering,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Hyderabad, Telangana",Tier-1,3,6,4,"postgresql,javascript,node_js,rest_apis,react,ci_cd,python","docker,typescript","typescript,postgresql,javascript,node_js,docker,rest_apis,react,ci_cd,python",13.1,39.4,26.2,"We are hiring a talented Full Stack Developer to join NVIDIA Bangalore in Hyderabad, Telangana. Builds end-to-end user interfaces, web applications, backend services, and database layers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Postgresql, Javascript, Node Js, Rest Apis, React, Ci Cd, Python. Preferred / Good to have: Docker, Typescript. Strong analytical mindset, problem-solving, and communication skills required.",7,184
JOB-3750,Junior Associate Cloud / DevOps Architect,cloud_architect,Cloud / DevOps Architect,Cloud & Infrastructure,Ola Electric,EV Tech Unicorn,Tier-1,"Mumbai, Maharashtra",Tier-1,1,3,1,"linux,docker,terraform,aws,kubernetes,system_design,ci_cd,python","git,azure","terraform,linux,docker,aws,kubernetes,azure,system_design,git,ci_cd,python",13.3,37.1,25.2,"We are hiring a talented Cloud / DevOps Architect to join Ola Electric in Mumbai, Maharashtra. Architects secure, scalable multi-cloud infrastructure, automation pipelines, and site reliability. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Linux, Docker, Terraform, Aws, Kubernetes, System Design, Ci Cd, Python. Preferred / Good to have: Git, Azure. Strong analytical mindset, problem-solving, and communication skills required.",25,17
JOB-3751,Junior Associate Enterprise Solutions Architect,solutions_architect,Enterprise Solutions Architect,Engineering & Strategy,Uber Engineering,Tech Giant,Tier-1,"Hyderabad, Telangana",Tier-1,1,3,3,"communication,docker,leadership,aws,kubernetes,rest_apis,agile_scrum,system_design,azure,python",terraform,"communication,terraform,docker,leadership,aws,kubernetes,rest_apis,agile_scrum,system_design,azure,python",25.9,73.6,49.8,"We are hiring a talented Enterprise Solutions Architect to join Uber Engineering in Hyderabad, Telangana. Designs holistic end-to-end technical system blueprints, tech stacks, and cloud migration strategies for enterprises. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Communication, Docker, Leadership, Aws, Kubernetes, Rest Apis, Agile Scrum, System Design, Azure, Python. Preferred / Good to have: Terraform. Strong analytical mindset, problem-solving, and communication skills required.",8,360
JOB-3752,Mid-Level Specialist NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,Qualcomm India,Hardware & AI,Tier-1,Gurgaon / Delhi NCR,Tier-1,3,6,6,"machine_learning,docker,llms,pytorch,rest_apis,nlp,deep_learning,python",scikit_learn,"machine_learning,docker,scikit_learn,llms,pytorch,rest_apis,nlp,deep_learning,python",28.3,75.4,51.9,"We are hiring a talented NLP / LLM Engineer to join Qualcomm India in Gurgaon / Delhi NCR. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Machine Learning, Docker, Llms, Pytorch, Rest Apis, Nlp, Deep Learning, Python. Preferred / Good to have: Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",6,161
JOB-3753,Senior Engineer Computer Vision Engineer,cv_engineer,Computer Vision Engineer,Data Science,Wipro Technologies,IT Services & Enterprise,Tier-2,Remote (India),Remote,6,10,9,"cpp,docker,pytorch,tensorflow,computer_vision,rest_apis,deep_learning,python",scikit_learn,"cpp,docker,scikit_learn,tensorflow,pytorch,computer_vision,rest_apis,deep_learning,python",19.9,53.0,36.5,"We are hiring a talented Computer Vision Engineer to join Wipro Technologies in Remote (India). Designs deep learning algorithms for video analysis, object detection, robotics, and image processing. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 9+ years of experience with Cpp, Docker, Pytorch, Tensorflow, Computer Vision, Rest Apis, Deep Learning, Python. Preferred / Good to have: Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",26,219
